Programa de financiación;Título;Ce.gestor;Funcional;Económico;Fondo;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2023/000376;OTRAS ACTUACIONES DE RENATURALIZACIÓN PARCELAS DEL PATRIMONIO MUNICIPAL DEL SUELO;001160;17213;60904;;1.969.348,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;998;VARIOS DISTRITOS
2023/001014;CAMPO DE FÚTBOL EN ARAVACA, C/ESCULTOR PERESEJO, BOSQUE METROPOLITANO. CONSTRUCCIÓN;001160;17213;60999;;1.500.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;209;MONCLOA-ARAVACA
2023/001015;PASEO ENTRE CALLE DE O´DONNELL Y PÀRQUE DE LA ELIPA. EJECUCIÓN DEL BOSQUE METROPOLITANO;001160;17213;60904;;750.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;215;CIUDAD LINEAL
2023/001016;ÁMBITO DE LA CUÑA VERDE DE O´DONNELL SUR. EJECUCIÓN DEL BOSQUE METROPOLITANO;001160;17213;60904;;1.500.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;214;MORATALAZ
2023/001017;RED DE AGUA REGENERADA BOSQUE METROPOLITANO SUR. CONSTRUCCIÓN;001160;17213;60904;;375.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;212;USERA
2023/001017;RED DE AGUA REGENERADA BOSQUE METROPOLITANO SUR. CONSTRUCCIÓN;001160;17213;60904;;375.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;217;VILLAVERDE
2023/003004;CAMPOS DE FÚTBOL EN VALDEBEBAS (INSTALACIONES SOTENIBLES). CONSTRUCCIÓN (ID 22: 17695);001160;17213;60999;5;1.800.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;216;HORTALEZA
2022/000510;OBRAS DE URBANIZACIÓN ESPACIOS INTERBLOQUE PLAN ESPECIAL COLONIA URPISA;001161;15324;61904;5;1.272.691,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;218;VILLA DE VALLECAS
2023/000339;OBRAS Y SERVICIOS DE REGENERACIÓN URBANA;001161;15324;61904;;800.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;998;VARIOS DISTRITOS
2023/000200;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS ÁREA DE GOBIERNO DE HACIENDA Y PERSONAL;001170;93100;62500;;10.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000200;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS ÁREA DE GOBIERNO DE HACIENDA Y PERSONAL;001170;93100;62599;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000201;EQUIPOS DE COMUNICACIÓN ÁREA DE GOBIERNO HACIENDA Y PERSONAL;001170;93100;63600;;3.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000055;INSTALACIONES TÉCNICAS SERVICIOS DEL ÁREA DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;62301;;365.977,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000055;INSTALACIONES TÉCNICAS SERVICIOS DEL ÁREA DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;63301;;30.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000056;EQUIPAMIENTO SERVICIOS DEL ÁREA DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;62500;;20.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000056;EQUIPAMIENTO SERVICIOS DEL ÁREA DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;62599;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000056;EQUIPAMIENTO SERVICIOS DEL ÁREA DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;63500;;2.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000057;SEÑALIZACIÓN EDIFICIOS ADSCRITOS AL ÁREA DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;62901;;18.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2023/000057;SEÑALIZACIÓN EDIFICIOS ADSCRITOS AL ÁREA DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;001180;23100;63901;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2023/000033;EQUIPAMIENTO CENTROS DE FAMILIA E INFANCIA DE LA CIUDAD DE MADRID;001180;23102;62599;;100.500,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;998;VARIOS DISTRITOS
2023/000033;EQUIPAMIENTO CENTROS DE FAMILIA E INFANCIA DE LA CIUDAD DE MADRID;001180;23102;63599;;9.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;998;VARIOS DISTRITOS
2020/000181;EQUIPAMIENTO CENTROS DE DIA Y RESIDENCIAS DE MAYORES DE LA CIUDAD;001180;23103;63599;;8.690,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;998;VARIOS DISTRITOS
2023/000054;EQUIPAMIENTO GABINETES PODOLOGICOS PARA CENTROS DE MAYORES;001180;23103;63599;;146.469,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;998;VARIOS DISTRITOS
2023/000053;EQUIPAMIENTO ESPACIOS DE IGUALDAD;001180;23104;62599;;40.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;04;ATENCIÓN SOCIAL A LA MUJER;998;VARIOS DISTRITOS
2023/000017;EQUIPAMIENTO CENTROS DEL SAMUR SOCIAL;001180;23106;63599;;18.300,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;08;SAMUR - SOCIAL;998;VARIOS DISTRITOS
2023/000017;EQUIPAMIENTO CENTROS DEL SAMUR SOCIAL;001180;23106;63300;;8.210,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;08;SAMUR - SOCIAL;998;VARIOS DISTRITOS
2023/000017;EQUIPAMIENTO CENTROS DEL SAMUR SOCIAL;001180;23106;62599;;25.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;08;SAMUR - SOCIAL;998;VARIOS DISTRITOS
2023/000017;EQUIPAMIENTO CENTROS DEL SAMUR SOCIAL;001180;23106;62300;;8.200,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;08;SAMUR - SOCIAL;998;VARIOS DISTRITOS
2023/000058;EQUIPAMIENTO CENTROS DE ATENCIÓN A PERSONAS SIN HOGAR;001180;23107;62599;;138.721,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;998;VARIOS DISTRITOS
2023/000058;EQUIPAMIENTO CENTROS DE ATENCIÓN A PERSONAS SIN HOGAR;001180;23107;63599;;129.119,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;998;VARIOS DISTRITOS
2022/000479;EQUIPAMIENTO ESCUELA INFANTIL C/ JOSEFA VALCÁRCEL, 21, DISTRITO SAN BLAS-CANILLEJAS;001180;32301;62599;5;30.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;220;SAN BLAS - CANILLEJAS
2022/000480;EQUIPAMIENTO ESCUELA INFANTIL VILLA DE VALLECAS, C/ EMBALSE DE NAVACERRADA;001180;32301;62599;5;40.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;218;VILLA DE VALLECAS
2022/000481;EQUIPAMIENTO ESCUELA INFANTIL EL CAÑAVERAL, DISTRITO DE VICÁLVARO;001180;32301;62599;5;40.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;219;VICALVARO
2023/000066;EQUIPAMIENTO ESCUELA INFANTIL EL DUENDE;001180;32301;62300;;56.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;201;CENTRO
2023/000066;EQUIPAMIENTO ESCUELA INFANTIL EL DUENDE;001180;32301;62599;;64.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;201;CENTRO
2023/000067;EQUIPAMIENTO ESCUELAS INFANTILES;001180;32301;62300;;68.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;998;VARIOS DISTRITOS
2023/000067;EQUIPAMIENTO ESCUELAS INFANTILES;001180;32301;62599;;174.350,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;998;VARIOS DISTRITOS
2023/000067;EQUIPAMIENTO ESCUELAS INFANTILES;001180;32301;63599;;18.150,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;998;VARIOS DISTRITOS
2023/000068;EQUIPAMIENTO RESIDENCIA INTERNADO SAN ILDEFONSO;001180;32301;62300;;5.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;201;CENTRO
2023/000068;EQUIPAMIENTO RESIDENCIA INTERNADO SAN ILDEFONSO;001180;32301;62599;;2.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;201;CENTRO
2023/000068;EQUIPAMIENTO RESIDENCIA INTERNADO SAN ILDEFONSO;001180;32301;63500;;35.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;201;CENTRO
2023/000068;EQUIPAMIENTO RESIDENCIA INTERNADO SAN ILDEFONSO;001180;32301;63599;;60.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;201;CENTRO
2023/000073;ESCUELAS INFANTILES MUNICIPALES. SEÑALIZACIÓN;001180;32301;62901;;4.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;998;VARIOS DISTRITOS
2023/000069;EQUIPAMIENTO CENTROS DE EDUCACIÓN DE ADULTOS;001180;32601;62601;;2.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;998;VARIOS DISTRITOS
2023/000070;EQUIPAMIENTO ESCUELA DE CERÁMICA DE LA MONCLOA;001180;32601;63599;;10.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;209;MONCLOA-ARAVACA
2023/000070;EQUIPAMIENTO ESCUELA DE CERÁMICA DE LA MONCLOA;001180;32601;63300;;3.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;209;MONCLOA-ARAVACA
2023/000071;EQUIPAMIENTO ESCUELAS DE MÚSICA MUNICIPALES;001180;32601;63599;;40.000,00;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;998;VARIOS DISTRITOS
2023/000071;EQUIPAMIENTO ESCUELAS DE MÚSICA MUNICIPALES;001180;32601;62599;;75.000,00;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;998;VARIOS DISTRITOS
2023/000074;ESCUELA DE CERÁMICA DE LA MONCLOA. INSTALACIONES;001180;32601;62301;;6.000,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;209;MONCLOA-ARAVACA
2023/000088;EQUIPAMIENTO OTROS CENTROS DE ENSEÑANZA;001180;32601;63599;;7.500,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;998;VARIOS DISTRITOS
2023/000088;EQUIPAMIENTO OTROS CENTROS DE ENSEÑANZA;001180;32601;62302;;500;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;998;VARIOS DISTRITOS
2023/000088;EQUIPAMIENTO OTROS CENTROS DE ENSEÑANZA;001180;32601;62599;;9.200,00;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;998;VARIOS DISTRITOS
2023/000281;EQUIPAMIENTO ESCUELA DE MÚSICA DE MORATALAZ;001180;32601;62599;5;195.000,00;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;214;MORATALAZ
2023/000072;EQUIPAMIENTO CENTROS JUVENILES;001180;33701;62599;;199.400,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;998;VARIOS DISTRITOS
2022/000482;EQUIPAMIENTO CENTRO JUVENIL ZOFÍO, C/ AVENA, 5;001180;33702;62599;5;119.077,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;212;USERA
2023/000105;SERVICIOS ADMINISTRATIVOS ÁREA OBRAS Y EQUIPAMIENTOS. MOBILIARIO Y EQUIPOS DE OFICINA;001190;15320;62500;;10.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2023/000106;SERVICIOS ADMINISTRATIVOS ÁREA OBRAS Y EQUIPAMIENTOS. OTRO MOBILIARIO Y ENSERES;001190;15320;62599;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2021/000279;ÁREA DE PLANEAMIENTO REMITIDO 06.02 Pº DIRECCIÓN. OBRAS DE URBANIZACIÓN;001190;15321;68101;;500.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;206;TETUAN
2021/000466;POLÍGONOS INDUSTRIALES DE LA CIUDAD. OBRAS DE PAVIMENTACIÓN Y MEJORA;001190;15321;61910;;3.612.478,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2021/000478;ADECUACIÓN DE VIALES Y MEJORA DE LA ACCESIBILIDAD EN LA CIUDAD DE MADRID (ID VARIOS);001190;15321;61910;;290.835,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2021/001506;AVENIDA DE ANDALUCÍA, 66. OBRAS ACCESORIAS DE URBANIZACIÓN;001190;15321;60903;;473.579,00;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;217;VILLAVERDE
2022/000281;ADECUACIÓN DE VIALES Y MEJORA DE LA ACCESIBILIDAD Y LA MOVILIDAD;001190;15321;61910;;8.772.787,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2022/000327;PLAN CAMINO ESCOLAR SEGURO. ADECUACIÓN VÍAS PÚBLICAS;001190;15321;61910;;1.747.953,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2022/000485;GRAN VÍA DE VILLAVERDE. MEJORA ACCESIBILIDAD Y MOVILIDAD PEATONAL;001190;15321;61910;5;924.922,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;217;VILLAVERDE
2022/000496;C/ CONDESA VEGA DEL POZO, TRAMO C/GALEOTE HASTA LAGO DE SANABRIA. MEJORA PARA COEXISTENCIA PEATONAL;001190;15321;61910;;115.025,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;219;VICALVARO
2022/000496;C/ CONDESA VEGA DEL POZO, TRAMO C/GALEOTE HASTA LAGO DE SANABRIA. MEJORA PARA COEXISTENCIA PEATONAL;001190;15321;61910;5;204.721,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;219;VICALVARO
2022/000539;CASCOS HISTÓRICOS DE MADRID. OBRAS DE DE MEJORA;001190;15321;61910;;1.290.881,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2022/000540;PASOS A DISTINTO NIVEL Y OTRAS ESTRUCTURAS. ACONDICIONAMIENTO Y REHABILITACIÓN;001190;15321;61911;;3.238.000,00;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;998;VARIOS DISTRITOS
2022/001255;COLONIAS HISTÓRICAS DEL DISTRITO DE CHAMARTÍN. OBRAS DE REMODELACIÓN;001190;15321;61910;;3.312.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;205;CHAMARTIN
2022/002019;ACERAS DE LA CALLE BOCÁNGEL. OBRAS DE MEJORA Y ADECUACIÓN (ID 20: 12873);001190;15321;61910;5;18.588,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;204;SALAMANCA
2022/002029;ACCESOS CARRIL BICI ZONA NORTE LAS ROSAS. ASFALTADO (ID 20: 14815);001190;15321;61910;5;7.999,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;220;SAN BLAS - CANILLEJAS
2022/002034;GLORIETA DEL TANATORIO M-30. NUEVO PASO DE PEATONES Y AJARDINAMIENTO (ID 20: 15689);001190;15321;61910;;68.839,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;215;CIUDAD LINEAL
2022/002034;GLORIETA DEL TANATORIO M-30. NUEVO PASO DE PEATONES Y AJARDINAMIENTO (ID 20: 15689);001190;15321;61910;5;15.163,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;215;CIUDAD LINEAL
2022/002038;PASO PEATONES ENTRADA COLEGIO ADOLFO SUÁREZ,C/INFANTA CATALINA MICAELA,31.ADAPTACIÓN (ID 20: 16657);001190;15321;61910;5;10.049,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;216;HORTALEZA
2022/002041;ACERAS DEL BARRIO DEL PILAR, C/MONFORTE DE LEMOS. ADECUACIÓN (ID 20: 16023);001190;15321;61910;;605.444,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;208;FUENCARRAL-EL PARDO
2022/002042;ACERAS EN EL BARRIO DE LA CONCEPCIÓN. PAVIMENTACIÓN Y MEJORA (ID 20: 13325);001190;15321;61910;;953.026,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;215;CIUDAD LINEAL
2023/000315;CAMINO DE PERALES CON AVENIDA DE LOS ROSALES, DISTRITO DE USERA. CONEXIÓN;001190;15321;60904;;300.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;212;USERA
2023/000316;ADECUACIÓN VIALES Y MEJORA DE LA ACCESIBILIDAD EN LA CIUDAD DE MADRID;001190;15321;61910;;3.125.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2023/000320;RENOVACIÓN DE PAVIMENTOS EN CALZADAS DE LA CIUDAD. ASFALTADO;001190;15321;61910;;9.000.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2023/000321;COLONIAS HISTÓRICAS CHAMARTÍN: CRUZ DEL RAYO, PRIMO DE RIVERA Y UNIÓN ELÉCTRICA MADRILEÑA. VIALES;001190;15321;61910;;1.500.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;205;CHAMARTIN
2023/000322;CAMINOS ESCOLARES SEGUROS. OBRAS DE ADECUACIÓN DE VÍAS PÚBLICAS;001190;15321;61910;;5.349.922,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;998;VARIOS DISTRITOS
2023/000327;TÚNELES DE LA CIUDAD DE MADRID. ACONDICIONAMIENTO Y MEJORA DE LAS INSTALACIONES;001190;15321;61911;;3.400.000,00;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;998;VARIOS DISTRITOS
2023/000328;ÁREA DE PLANEAMIENTO INTEGRADO 02.14 PASILLO VERDE FERROVIARIO. REMODELACIÓN DE LA URBANIZACIÓN;001190;15321;61904;;1.000.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;202;ARGANZUELA
2023/003010;CALLE LÓPEZ DE HOYOS ENTRE C/MARCENADO Y AVDA. ALFONSO XIII. ADECUACIÓN ACERAS (ID 22: 17533);001190;15321;61910;5;300.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;205;CHAMARTIN
2023/003012;PAU DE CARABANCHEL. RENOVACIÓN DE ACERAS (ID 22: 18359);001190;15321;61910;5;400.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;211;CARABANCHEL
2023/003014;CALLES MORATALAZ.ELIMINACIÓN BARRERAS ARQUITECTÓNICAS Y PROMOCIÓN ACCESIBILIDAD(ID 22: 18786);001190;15321;61910;5;250.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;214;MORATALAZ
2023/003015;CARRILES BICI DISTRITO PUENTE DE VALLECAS. RENOVACIÓN DEL PAVIMENTO EN VARIOS TRAMOS (ID 22: 18845);001190;15321;61910;5;300.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;213;PUENTE DE VALLECAS
2020/000292;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;001190;15340;61904;;8.793.193,00;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;202;ARGANZUELA
2020/000564;PLAZAS ÁGATA Y MAYOR DISTRITO VILLAVERDE. OBRAS DE REMODELACIÓN;001190;15340;61904;;1.416.263,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;217;VILLAVERDE
2020/000566;PLAZA DE LA EMPERATRIZ DISTRITO CARABANCHEL. OBRAS DE REMODELACIÓN;001190;15340;61904;;1.668.648,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;211;CARABANCHEL
2020/000567;PLAZA DE LA VAGUADA DISTRITO FUENCARRAL-EL PARDO. OBRAS DE REMODELACIÓN;001190;15340;61904;;699.409,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;208;FUENCARRAL-EL PARDO
2021/000329;PUERTA DEL SOL. OBRAS DE REMODELACIÓN;001190;15340;61904;;49.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2021/000340;PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO;001190;15340;61911;5;1.202.828,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;213;PUENTE DE VALLECAS
2021/000340;PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO;001190;15340;61911;5;1.202.828,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;218;VILLA DE VALLECAS
2022/000282;CALLE AYERBE, TRAMO C/FUENTE DE TORREJONA - C/EMPEDRADA. REMODELACIÓN DE LA URBANIZACIÓN;001190;15340;61904;;4.270.993,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;221;BARAJAS
2022/000283;CARRETERA DE VALDECARROS. ADECUACIÓN DE VIALES;001190;15340;61910;;3.509.283,00;07;INFRAESTRUCTURAS;00;GRANDES VIALES;218;VILLA DE VALLECAS
2022/000284;PUENTE C/PEDRO BOSCH, BARRIO DE PACÍFICO. DEMOLICIÓN PARCIAL Y CONSTRUCCIÓN DE NUEVAS RAMPAS;001190;15340;61911;;475.465,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;203;RETIRO
2022/000285;PUENTE DE LA CALLE EDUARDO BARREIROS SOBRE LA M-40. DESDOBLAMIENTO;001190;15340;61911;;734.860,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;212;USERA
2022/000285;PUENTE DE LA CALLE EDUARDO BARREIROS SOBRE LA M-40. DESDOBLAMIENTO;001190;15340;61911;;4.164.205,00;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;217;VILLAVERDE
2022/000288;PLAZA DE JACINTO BENAVENTE. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;001190;15340;61904;;300.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2022/000294;CALLE BAILEN EN EL ENTORNO AL MUSEO DE COLECCIONES REALES. ADECUACIÓN ACCESOS;001190;15340;61904;;1.134.736,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;201;CENTRO
2022/000295;CALLE ALCALÁ EN EL TRAMO: QUINTANA-ARTURO SORIA. DISTRITO DE CIUDAD LINEAL. REMODELACIÓN;001190;15340;61904;;3.932.444,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;215;CIUDAD LINEAL
2022/000296;CALLE JUAN ÁLVAREZ MENDIZÁBAL DISTRITO DE MONCLOA-ARAVACA. OBRAS DE REMODELACIÓN;001190;15340;61904;;2.002.432,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;209;MONCLOA-ARAVACA
2022/000298; VÍA LATERAL DEL PASEO DE SANTA MARÍA DE LA CABEZA EN EL DISTRITO DE CARABANCHEL. REMODELACIÓN;001190;15340;61904;;5.100.232,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;211;CARABANCHEL
2022/000301;CASCO HISTÓRICO DE BARAJAS. OBRAS DE PEATONALIZACIÓN;001190;15340;61904;;150.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;221;BARAJAS
2022/000302;PLAZA DE DALÍ. REMODELACIÓN DE LA URBANIZACIÓN;001190;15340;61904;;463.095,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;204;SALAMANCA
2022/001263;ZONAS ADYACENTES JARDINES DE SABATINI CON LA PLAZA DE ESPAÑA.REURBANIZACIÓN Y ACONDICIONAMIENTO;001190;15340;61904;;2.556.060,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2022/001536;PLAZA DE PONTEJOS Y SU ENTORNO. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;001190;15340;61904;;976.612,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;201;CENTRO
2023/000285;ITINERARIOS PEATONALES Y CARRILES BICI PARA CONEXIÓN CICLISTA CON ANILLO VERDE EN VILLA DE VALLECAS;001190;15340;61910;5;430.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;218;VILLA DE VALLECAS
2023/000331;PARQUE DE MANOLITO GAFOTAS. OBRAS DE REURBANIZACIÓN;001190;15340;61904;;300.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;211;CARABANCHEL
